"evt","SOA","Latency","Offset","evt_num","evt_fin","note"
"DI42",183,361936,183,42,NA,"STD1nn or STD1nov"
"DI43",517,362453,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,362969,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN3",500,363469,500,3,"sound_NOVEL",NA
"D121",317,363786,317,121,"pic_novel","animal or thing?"
"DI42",183,363969,183,42,NA,"STD1nn or STD1nov"
"DI43",517,364486,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,365003,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,365503,500,51,"sound_NOTNOVEL",NA
"D121",316,365819,316,121,"pic_nn","animal or thing?"
"DI52",184,366003,184,52,NA,"STD1nn or STD1nov"
"DI53",516,366519,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,367036,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,367536,500,51,"sound_NOTNOVEL",NA
"D114",317,367853,317,114,"pic_nn","animal or thing?"
"DI52",183,368036,183,52,NA,"STD1nn or STD1nov"
"DI53",517,368553,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,369069,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI27",500,369569,500,27,"sound_NOVEL",NA
"D131",317,369886,317,131,"pic_novel","animal or thing?"
"DI42",183,370069,183,42,NA,"STD1nn or STD1nov"
"DI43",517,370586,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,371103,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI15",500,371603,500,15,"sound_NOVEL",NA
"D122",316,371919,316,122,"pic_novel","animal or thing?"
"DI42",184,372103,184,42,NA,"STD1nn or STD1nov"
"DI43",516,372619,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,373136,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,373636,500,51,"sound_NOTNOVEL",NA
"D112",317,373953,317,112,"pic_nn","animal or thing?"
"DI52",183,374136,183,52,NA,"STD1nn or STD1nov"
"DI53",517,374653,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,375169,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI20",500,375669,500,20,"sound_NOVEL",NA
"D114",317,375986,317,114,"pic_novel","animal or thing?"
"DI42",183,376169,183,42,NA,"STD1nn or STD1nov"
"DI43",517,376686,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,377203,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,377703,500,51,"sound_NOTNOVEL",NA
"D123",316,378019,316,123,"pic_nn","animal or thing?"
"DI52",184,378203,184,52,NA,"STD1nn or STD1nov"
"DI53",516,378719,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,379236,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,379736,500,51,"sound_NOTNOVEL",NA
"D118",317,380053,317,118,"pic_nn","animal or thing?"
"DI52",183,380236,183,52,NA,"STD1nn or STD1nov"
"DI53",517,380753,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,381269,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN4",500,381769,500,4,"sound_NOVEL",NA
"D127",317,382086,317,127,"pic_novel","animal or thing?"
"DI42",183,382269,183,42,NA,"STD1nn or STD1nov"
"DI43",517,382786,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,383303,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI34",500,383803,500,34,"sound_NOVEL",NA
"D113",316,384119,316,113,"pic_novel","animal or thing?"
"DI42",184,384303,184,42,NA,"STD1nn or STD1nov"
"DI43",516,384819,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,385336,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,385836,500,51,"sound_NOTNOVEL",NA
"D128",317,386153,317,128,"pic_nn","animal or thing?"
"DI52",183,386336,183,52,NA,"STD1nn or STD1nov"
"DI53",517,386853,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,387369,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,387869,500,51,"sound_NOTNOVEL",NA
"D107",317,388186,317,107,"pic_nn","animal or thing?"
"DI52",183,388369,183,52,NA,"STD1nn or STD1nov"
"DI53",517,388886,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,389403,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI22",500,389903,500,22,"sound_NOVEL",NA
"D101",316,390219,316,101,"pic_novel","animal or thing?"
"DI42",184,390403,184,42,NA,"STD1nn or STD1nov"
"DI43",516,390919,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,391436,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,391936,500,51,"sound_NOTNOVEL",NA
"D104",317,392253,317,104,"pic_nn","animal or thing?"
"DI52",183,392436,183,52,NA,"STD1nn or STD1nov"
"DI53",517,392953,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,393469,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI16",500,393969,500,16,"sound_NOVEL",NA
"D115",317,394286,317,115,"pic_novel","animal or thing?"
"DI42",183,394469,183,42,NA,"STD1nn or STD1nov"
"DI43",517,394986,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,395503,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI26",500,396003,500,26,"sound_NOVEL",NA
"D106",316,396319,316,106,"pic_novel","animal or thing?"
"DI42",184,396503,184,42,NA,"STD1nn or STD1nov"
"DI43",516,397019,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,397536,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI14",500,398036,500,14,"sound_NOVEL",NA
"D133",317,398353,317,133,"pic_novel","animal or thing?"
"DI42",183,398536,183,42,NA,"STD1nn or STD1nov"
"DI43",517,399053,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,399569,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI30",500,400069,500,30,"sound_NOVEL",NA
"D122",317,400386,317,122,"pic_novel","animal or thing?"
"DI42",183,400569,183,42,NA,"STD1nn or STD1nov"
"DI43",517,401086,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,401603,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,402103,500,51,"sound_NOTNOVEL",NA
"D112",316,402419,316,112,"pic_nn","animal or thing?"
"DI52",184,402603,184,52,NA,"STD1nn or STD1nov"
"DI53",516,403119,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,403636,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,404136,500,51,"sound_NOTNOVEL",NA
"D117",317,404453,317,117,"pic_nn","animal or thing?"
"DI52",183,404636,183,52,NA,"STD1nn or STD1nov"
"DI53",517,405153,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,405669,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,406169,500,51,"sound_NOTNOVEL",NA
"D131",317,406486,317,131,"pic_nn","animal or thing?"
"DI52",183,406669,183,52,NA,"STD1nn or STD1nov"
"DI53",517,407186,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,407703,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,408203,500,51,"sound_NOTNOVEL",NA
"D107",316,408519,316,107,"pic_nn","animal or thing?"
"DI52",184,408703,184,52,NA,"STD1nn or STD1nov"
"DI53",516,409219,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,409736,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,410236,500,51,"sound_NOTNOVEL",NA
"D126",317,410553,317,126,"pic_nn","animal or thing?"
"DI52",183,410736,183,52,NA,"STD1nn or STD1nov"
"DI53",517,411253,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,411769,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,412269,500,51,"sound_NOTNOVEL",NA
"D108",317,412586,317,108,"pic_nn","animal or thing?"
"DI52",183,412769,183,52,NA,"STD1nn or STD1nov"
"DI53",517,413286,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,413803,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,414303,500,51,"sound_NOTNOVEL",NA
"D123",316,414619,316,123,"pic_nn","animal or thing?"
"DI52",184,414803,184,52,NA,"STD1nn or STD1nov"
"DI53",516,415319,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,415836,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI21",500,416336,500,21,"sound_NOVEL",NA
"D111",317,416653,317,111,"pic_novel","animal or thing?"
"DI42",183,416836,183,42,NA,"STD1nn or STD1nov"
"DI43",517,417353,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,417869,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,418369,500,51,"sound_NOTNOVEL",NA
"D130",317,418686,317,130,"pic_nn","animal or thing?"
"DI52",183,418869,183,52,NA,"STD1nn or STD1nov"
"DI53",517,419386,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,419903,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI31",500,420403,500,31,"sound_NOVEL",NA
"D134",316,420719,316,134,"pic_novel","animal or thing?"
"DI42",184,420903,184,42,NA,"STD1nn or STD1nov"
"DI43",516,421419,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,421936,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI11",500,422436,500,11,"sound_NOVEL",NA
"D125",317,422753,317,125,"pic_novel","animal or thing?"
"DI42",183,422936,183,42,NA,"STD1nn or STD1nov"
"DI43",517,423453,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,423969,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,424469,500,51,"sound_NOTNOVEL",NA
"D111",317,424786,317,111,"pic_nn","animal or thing?"
"DI52",183,424969,183,52,NA,"STD1nn or STD1nov"
"DI53",517,425486,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,426003,517,54,NA,"STD2nn OR STD2nov repeated twice"
