"evt","SOA","Latency","Offset","evt_num","evt_descr","note"
"DI23",360,813363,360,23,NA,NA
"DIN9",360,813723,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,814433,710,1,"std_key","standard for key"
"DIN2",360,814793,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,814973,180,2,"std_rhythm","standard for rhythm"
"DIN7",180,815153,180,7,"tune","mistuning"
"DI14",360,815513,360,14,NA,NA
"DIN4",360,815873,360,4,"std_timbre","standard for timbre"
"DIN5",710,816583,710,5,"key","key change"
"DI22",360,816943,360,22,NA,NA
"DI22",180,817123,180,22,NA,NA
"DI23",180,817303,180,23,NA,NA
"DI23",360,817663,360,23,NA,NA
"DI24",360,818023,360,24,NA,NA
"DIN1",710,818733,710,1,"std_key","standard for key"
"DIN2",360,819093,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,819273,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,819453,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,819813,360,7,"tune","mistuning"
"DI15",360,820173,360,15,NA,NA
"DIN5",710,820883,710,5,"key","key change"
"DI22",360,821243,360,22,NA,NA
"DI22",180,821423,180,22,NA,NA
"DI23",180,821603,180,23,NA,NA
"DI23",360,821963,360,23,NA,NA
"DIN9",360,822323,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,823033,710,1,"std_key","standard for key"
"DIN2",360,823393,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,823573,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,823753,180,8,"timbre1","timbre (middle of melody)"
"DIN3",360,824113,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,824473,360,4,"std_timbre","standard for timbre"
